transaction_id,amount,merchant_category,hour_of_day,account_age_days,distance_from_home_km,is_fraud
26723,162.48,Online Retail,1,2170,26.3,0
26724,9.86,Entertainment,18,815,9.4,0
26725,312.51,Jewelry,17,984,14.2,0
26726,33.53,Grocery,19,578,21.2,0
26727,33.47,Online Retail,10,1109,27.0,0
26728,184.61,Entertainment,14,2951,17.1,0
26729,268.82,Fuel,13,573,13.9,0
26730,23.71,Online Retail,14,750,48.8,0
26731,39.48,Electronics,0,607,7.8,0
26732,19.76,Electronics,11,1401,20.5,0
26733,27.87,Electronics,8,3646,22.0,0
26734,33.85,Online Retail,17,3027,10.2,0
26735,20.99,Fuel,16,1603,13.6,0
26736,111.16,Online Retail,2,2340,17.1,0
26737,293.47,Online Retail,14,385,20.7,0
26738,80.41,Dining,16,3383,5.6,0
26739,91.69,Jewelry,22,1013,28.9,0
26740,34.26,Utilities,1,2894,31.8,0
26741,110.4,Jewelry,13,3471,8.3,0
26742,2292.57,Online Retail,8,1,112.0,1
26743,79.8,Travel,15,1490,10.7,0
26744,20.77,Online Retail,17,2667,4.7,0
26745,42.01,Entertainment,7,364,5.2,0
26746,14.95,Entertainment,5,1533,6.3,0
26747,105.51,Dining,15,811,31.2,0
26748,156.13,Fuel,13,1021,12.0,0
26749,139.87,Dining,5,848,0.1,0
26750,647.47,Electronics,19,1263,1.5,0
26751,64.46,Fuel,16,735,48.6,0
26752,72.31,Grocery,23,1328,37.2,0
26753,59.58,Electronics,6,821,3.4,0
26754,35.72,Jewelry,15,1744,35.5,0
26755,41.76,Fuel,5,54,12.9,0
26756,80.53,ATM Withdrawal,20,1311,0.0,0
26757,377.22,Entertainment,12,907,7.2,0
26758,93.55,Online Retail,17,2879,0.0,0
26759,106.27,Entertainment,15,2326,22.4,0
26760,18.21,Electronics,0,2193,5.3,0
26761,163.72,Entertainment,11,1176,27.3,0
26762,101.54,Utilities,13,3413,54.8,0
26763,16.01,Entertainment,6,3530,17.6,0
26764,39.47,Jewelry,19,408,3.7,0
26765,78.81,Entertainment,1,2381,13.3,0
26766,158.3,Electronics,12,703,59.6,0
26767,32.8,Online Retail,11,1231,22.3,0
26768,168.15,Jewelry,18,1399,20.7,0
26769,17.96,Utilities,1,3333,0.8,0
26770,85.86,Travel,8,3299,8.7,0
26771,19.38,Online Retail,14,809,19.1,0
26772,362.7,Entertainment,3,2342,19.5,0
26773,35.75,Dining,14,3122,36.0,0
26774,58.15,Fuel,13,2204,10.2,0
26775,28.66,Electronics,16,475,9.4,0
26776,21.07,ATM Withdrawal,4,2063,5.2,0
26777,202.02,Jewelry,12,2029,1.6,0
26778,55.34,Entertainment,6,578,6.0,0
26779,53.62,Online Retail,0,2832,21.4,0
26780,77.51,Utilities,12,1326,1.8,0
26781,133.32,Travel,3,3520,8.8,0
26782,129.76,Utilities,12,939,12.9,0
26783,78.02,Utilities,12,2234,37.8,0
26784,34.31,Utilities,2,745,3.3,0
26785,71.8,Online Retail,7,766,5.1,0
26786,97.84,Utilities,23,1396,2.9,0
26787,30.71,Jewelry,8,2081,10.4,0
26788,17.44,Entertainment,6,2715,8.6,0
26789,107.34,Entertainment,4,3278,3.7,0
26790,132.34,Entertainment,3,2753,30.4,0
26791,63.62,Travel,21,2195,52.2,0
26792,246.55,Online Retail,2,1704,4.0,0
26793,63.7,Jewelry,7,252,11.7,0
26794,48.4,Dining,3,1777,8.8,0
26795,222.92,Dining,10,2857,20.9,0
26796,96.41,Jewelry,9,3489,14.1,0
26797,141.84,Electronics,1,2445,1.2,0
26798,97.84,Entertainment,20,2906,2.0,0
26799,15.32,Online Retail,13,1708,8.8,0
26800,205.38,Utilities,7,2728,10.0,0
26801,34.77,Fuel,5,3519,3.4,0
26802,159.06,ATM Withdrawal,21,2080,19.6,0
26803,18.88,ATM Withdrawal,2,1469,15.7,0
26804,91.28,Grocery,16,762,70.0,0
26805,37.47,Jewelry,9,1074,4.5,0
26806,166.63,Dining,23,3455,6.0,0
26807,47.96,ATM Withdrawal,14,1728,9.9,0
26808,94.94,Dining,7,523,23.6,0
26809,72.75,Travel,6,1641,13.0,0
26810,31.99,Fuel,6,2092,12.1,0
26811,103.31,Online Retail,12,1543,32.0,0
26812,86.3,Travel,3,3101,7.6,0
26813,315.3,Entertainment,17,1639,30.9,0
26814,90.33,Electronics,6,690,2.0,0
26815,29.55,Jewelry,2,1183,30.7,0
26816,218.77,Grocery,13,816,5.4,0
26817,94.97,Utilities,0,3373,2.9,0
26818,31.88,Utilities,0,2063,2.5,0
26819,23.06,Fuel,15,1564,4.6,0
26820,37.16,Electronics,13,3276,2.5,0
26821,225.8,Online Retail,7,384,4.8,0
26822,38.64,ATM Withdrawal,22,1728,11.9,0
26823,12.41,Fuel,0,2530,2.9,0
26824,61.51,Dining,3,330,29.0,0
26825,62.92,Electronics,3,3619,4.5,0
26826,40.17,Fuel,3,2052,4.5,0
26827,113.5,Entertainment,14,555,6.7,0
26828,32.93,Electronics,15,1785,38.9,0
26829,69.64,Jewelry,9,1126,26.0,0
26830,46.81,Travel,21,2811,18.1,0
26831,5.19,Online Retail,3,2640,9.5,0
26832,96.63,Dining,13,564,42.0,0
26833,63.69,Online Retail,12,605,3.0,0
26834,30.95,Electronics,1,2977,14.2,0
26835,27.6,ATM Withdrawal,0,2496,54.9,0
26836,80.52,Fuel,15,391,30.3,0
26837,41.28,Electronics,21,1974,8.0,0
26838,62.42,Entertainment,15,1216,37.4,0
26839,50.64,Utilities,21,831,1.4,0
26840,18.4,Entertainment,6,2848,46.8,0
26841,180.42,Grocery,22,2820,3.0,0
26842,9.34,Fuel,7,38,26.2,0
26843,10.41,Dining,3,1077,2.8,0
26844,146.29,Dining,13,3347,12.3,0
26845,23.47,Jewelry,10,3186,5.6,0
26846,53.54,ATM Withdrawal,16,1139,1.3,0
26847,171.81,ATM Withdrawal,0,3620,0.8,0
26848,208.83,Dining,16,3065,45.0,0
26849,50.89,Grocery,1,2340,20.1,0
26850,31.93,Travel,17,1297,10.6,0
26851,8.57,Entertainment,2,1920,12.1,0
26852,7.58,ATM Withdrawal,23,1839,19.6,0
26853,123.47,Jewelry,20,1943,7.1,0
26854,160.32,Electronics,12,3291,1.6,0
26855,36.11,Jewelry,16,1691,6.5,0
26856,28.05,Electronics,14,758,16.0,0
26857,106.23,Online Retail,2,1979,8.3,0
26858,114.36,Entertainment,4,1318,10.3,0
26859,124.69,Travel,4,2383,5.0,0
26860,75.49,Travel,5,2467,13.3,0
26861,53.15,Entertainment,15,1839,14.3,0
26862,199.21,Entertainment,1,1687,11.3,0
26863,23.4,ATM Withdrawal,5,1040,11.7,0
26864,495.41,Online Retail,1,87,293.6,1
26865,148.22,Grocery,4,2883,32.8,0
26866,100.98,Travel,19,2504,9.8,0
26867,121.83,ATM Withdrawal,23,902,27.6,0
26868,66.32,Jewelry,15,2103,3.2,0
26869,106.04,Electronics,15,3238,7.3,0
26870,195.37,Utilities,6,929,45.8,0
26871,91.65,Utilities,19,3392,4.7,0
26872,80.78,Electronics,10,2750,7.5,0
26873,44.0,Online Retail,2,3246,25.1,0
26874,77.67,Electronics,14,2705,65.5,0
26875,78.35,Grocery,16,2906,0.1,0
26876,67.69,ATM Withdrawal,2,2249,12.1,0
26877,30.24,Utilities,1,935,0.6,0
26878,106.43,Fuel,13,2516,2.0,0
26879,60.74,Grocery,4,645,10.4,0
26880,462.42,Jewelry,23,2892,9.3,0
26881,41.47,Travel,3,2146,9.4,0
26882,18.28,Online Retail,11,2863,13.9,0
26883,58.78,Dining,6,1376,15.4,0
26884,37.48,Travel,10,2099,7.6,0
26885,56.5,Online Retail,19,305,6.8,0
26886,109.01,Entertainment,20,2846,17.5,0
26887,34.35,Online Retail,1,830,39.8,0
26888,70.72,Online Retail,1,894,2.9,0
26889,75.13,Fuel,9,2458,1.6,0
26890,19.48,Fuel,17,3629,10.0,0
26891,123.23,Grocery,16,2976,18.5,0
26892,25.79,Dining,5,3496,9.0,0
26893,288.54,Entertainment,10,3240,3.0,0
26894,7.46,Online Retail,16,1547,4.0,0
26895,90.7,Jewelry,20,1771,15.8,0
26896,214.57,Utilities,14,3277,1.1,0
26897,45.73,Entertainment,9,843,23.5,0
26898,49.46,Dining,3,1549,59.6,0
26899,212.67,Jewelry,12,2929,15.5,0
26900,114.88,Travel,0,3394,69.2,0
26901,173.54,Fuel,14,3505,8.3,0
26902,87.4,Travel,23,2185,35.2,0
26903,49.54,Jewelry,4,2856,77.8,0
26904,88.9,Travel,5,2072,28.6,0
26905,34.59,Entertainment,6,956,30.2,0
26906,99.48,ATM Withdrawal,7,3486,11.2,0
26907,131.18,Entertainment,11,2467,5.8,0
26908,24.05,Online Retail,14,328,30.9,0
26909,208.25,Utilities,2,2369,8.5,0
26910,10.31,Electronics,21,1545,26.6,0
26911,35.09,Online Retail,8,2148,27.7,0
26912,193.01,Dining,10,3483,1.7,0
26913,55.09,Jewelry,19,331,23.7,0
26914,46.59,Grocery,11,2207,1.9,0
26915,25.02,Dining,7,612,5.1,0
26916,57.21,ATM Withdrawal,13,2883,9.1,0
26917,9.89,Dining,15,1618,32.4,0
26918,32.88,Online Retail,2,3097,1.9,0
26919,45.7,ATM Withdrawal,0,1314,2.7,0
26920,138.68,Online Retail,17,2440,30.2,0
26921,126.38,Online Retail,12,669,8.9,0
26922,48.02,Dining,11,341,4.8,0
26923,191.51,Fuel,4,2656,6.8,0
26924,168.23,Entertainment,6,115,1.4,0
26925,90.34,Travel,5,166,53.4,0
26926,181.61,Online Retail,8,2908,10.1,0
26927,16.65,Grocery,3,1411,35.9,0
26928,63.51,ATM Withdrawal,22,509,8.3,0
26929,297.74,Online Retail,3,520,41.8,0
26930,39.12,Utilities,2,2330,8.1,0
26931,78.73,Entertainment,5,3115,18.8,0
26932,30.82,Fuel,10,184,68.6,0
26933,57.5,Jewelry,4,422,18.8,0
26934,42.78,Fuel,10,2160,40.3,0
26935,93.06,Travel,7,3384,27.4,0
26936,128.51,Utilities,13,1958,2.4,0
26937,341.82,Jewelry,17,2695,16.4,0
26938,57.06,Entertainment,19,2908,36.7,0
26939,67.43,Jewelry,23,1854,0.0,0
26940,99.75,Jewelry,0,2010,4.8,0
26941,20.68,Entertainment,9,2374,0.1,0
26942,165.97,Entertainment,18,131,1.5,0
26943,109.67,Online Retail,6,969,2.8,0
26944,43.17,Dining,12,614,8.9,0
26945,119.64,Fuel,15,1808,10.3,0
26946,25.5,Online Retail,17,909,14.5,0
26947,67.98,Utilities,22,2543,9.3,0
26948,28.94,Fuel,5,2858,55.8,0
26949,31.52,Utilities,6,2859,14.8,0
26950,52.96,Utilities,23,2166,1.5,0
26951,758.89,Entertainment,2,7,138.6,1
26952,57.19,ATM Withdrawal,15,1720,3.6,0
26953,15.33,Online Retail,5,2347,16.7,0
26954,25.45,Grocery,10,510,38.3,0
26955,71.56,Fuel,6,2059,35.2,0
26956,140.62,Travel,17,1998,20.6,0
26957,99.61,Utilities,2,1598,63.8,0
26958,81.89,Dining,16,1698,11.9,0
26959,26.65,Jewelry,23,2559,4.4,0
26960,70.06,Online Retail,15,654,2.1,0
26961,16.25,Online Retail,18,3229,2.8,0
26962,165.69,Fuel,18,3377,11.0,0
26963,126.16,Grocery,10,2029,5.7,0
26964,123.62,Travel,0,637,8.9,0
26965,125.26,Fuel,21,272,17.2,0
26966,114.89,Electronics,13,1725,15.1,0
26967,26.68,Electronics,18,2137,3.5,0
26968,14.09,Dining,10,1763,11.7,0
26969,38.17,Jewelry,19,835,10.5,0
26970,122.3,Grocery,16,2160,5.6,0
26971,196.45,Utilities,1,2539,15.7,0
26972,156.88,Grocery,16,65,4.5,0
26973,33.05,Entertainment,5,111,12.4,0
26974,144.12,Online Retail,15,998,31.7,0
26975,96.59,Grocery,8,2571,1.0,0
26976,200.54,Jewelry,8,3387,11.7,0
26977,551.46,Electronics,22,1580,52.1,0
26978,47.29,Grocery,9,2802,4.0,0
26979,61.05,Entertainment,9,816,4.3,0
26980,39.39,Electronics,5,2189,8.8,0
26981,321.96,Utilities,0,2186,18.4,0
26982,59.64,Online Retail,2,2096,33.7,0
26983,31.81,Grocery,6,2339,5.7,0
26984,686.38,Entertainment,20,33,0.7,0
26985,85.55,Jewelry,8,3367,1.5,0
26986,118.45,Grocery,13,1700,35.2,0
26987,37.03,Entertainment,14,2207,5.5,0
26988,163.32,Electronics,22,1691,1.5,0
26989,66.43,Entertainment,18,2207,2.6,0
26990,26.99,Utilities,9,1449,1.0,0
26991,248.35,Fuel,15,1683,5.4,0
26992,152.06,Fuel,0,2420,3.3,0
26993,37.64,Jewelry,6,3573,24.1,0
26994,9.95,Grocery,10,2197,20.7,0
26995,228.17,Fuel,23,186,2.6,0
26996,32.71,Grocery,14,3536,3.4,0
26997,46.51,Entertainment,12,1782,23.7,0
26998,295.57,Entertainment,18,984,8.2,0
26999,33.31,Grocery,10,2356,18.6,0
27000,206.92,Electronics,12,962,22.3,0
27001,79.59,Jewelry,7,709,13.1,0
27002,41.62,Jewelry,21,3552,33.3,0
27003,28.62,Utilities,9,2931,52.6,0
27004,159.31,Travel,15,723,0.8,0
27005,157.37,Electronics,16,3020,0.0,0
27006,8.07,ATM Withdrawal,16,1318,3.4,0
27007,1200.81,Entertainment,12,1867,15.2,0
27008,182.41,Jewelry,12,1648,30.7,0
27009,227.62,Travel,14,2484,18.3,0
27010,79.45,Travel,11,2896,3.1,0
27011,21.18,Jewelry,10,2604,0.9,0
27012,58.02,Fuel,0,2217,15.7,0
27013,185.24,Utilities,2,322,4.9,0
27014,37.0,ATM Withdrawal,17,2770,48.4,0
27015,45.33,Jewelry,11,2858,3.8,0
27016,34.58,Grocery,0,2665,5.5,0
27017,83.93,Grocery,21,2594,38.8,0
27018,113.76,Online Retail,19,2480,11.0,0
27019,159.54,Fuel,1,2383,18.8,0
27020,46.07,Fuel,20,2537,3.4,0
27021,27.08,Entertainment,17,2298,44.3,0
27022,27.23,Entertainment,0,3202,6.3,0
27023,152.92,Utilities,2,3471,26.9,0
27024,73.29,Dining,9,1366,12.7,0
27025,202.31,Fuel,15,1164,4.7,0
27026,108.42,Jewelry,14,254,3.7,0
27027,130.27,Travel,2,2147,30.2,0
27028,46.97,Online Retail,12,783,32.6,0
27029,126.69,Travel,23,974,2.5,0
27030,97.43,Dining,6,3344,0.4,0
27031,105.99,ATM Withdrawal,10,1355,23.1,0
27032,13.77,Entertainment,2,3436,23.4,0
27033,199.59,ATM Withdrawal,2,2495,3.7,0
27034,27.32,Dining,22,3506,19.2,0
27035,23.48,Dining,14,579,0.9,0
27036,38.85,Jewelry,1,3488,26.7,0
27037,80.18,Travel,6,509,6.3,0
27038,150.34,Travel,1,1948,1.1,0
27039,29.02,Grocery,17,3226,48.1,0
27040,215.46,Jewelry,2,272,4.8,0
27041,76.26,Dining,22,2137,34.6,0
27042,137.17,Jewelry,22,1939,15.6,0
27043,60.53,Electronics,17,2331,30.3,0
27044,42.57,Fuel,17,2085,5.6,0
27045,45.64,Jewelry,18,1357,28.5,0
27046,14.56,Utilities,7,184,30.4,0
27047,20.42,ATM Withdrawal,17,33,11.9,0
27048,193.12,Dining,11,1603,6.2,0
27049,35.68,Online Retail,11,1258,15.2,0
27050,136.17,Travel,3,3485,18.6,0
27051,137.87,Electronics,21,1666,64.3,0
27052,129.23,ATM Withdrawal,10,2263,9.5,0
27053,56.77,Electronics,12,1206,1.9,0
27054,5.49,Fuel,14,734,10.2,0
27055,386.98,Travel,20,2610,35.5,0
27056,401.59,Electronics,9,3238,1.8,0
27057,128.69,Electronics,2,614,18.2,0
27058,155.9,Travel,9,2822,8.1,0
27059,55.0,Grocery,18,2248,1.3,0
27060,9.07,Entertainment,7,331,29.0,0
27061,57.23,Utilities,3,2801,4.3,0
27062,105.31,Grocery,14,1210,2.9,0
27063,9.25,Fuel,18,607,4.2,0
27064,25.01,Entertainment,3,1622,9.9,0
27065,40.55,Electronics,18,865,10.1,0
27066,27.21,Grocery,4,857,10.6,0
27067,39.13,Fuel,8,3193,14.8,0
27068,54.61,Grocery,11,881,11.4,0
27069,18.07,Online Retail,22,1907,17.2,0
27070,19.43,Utilities,17,1861,46.0,0
27071,93.8,Entertainment,5,1696,44.8,0
27072,131.0,Online Retail,5,2592,39.9,0
27073,115.35,Dining,18,2905,30.8,0
27074,31.02,Jewelry,4,3495,12.0,0
27075,51.98,Online Retail,4,1523,6.0,0
27076,92.44,Jewelry,21,1736,17.0,0
27077,15.94,Electronics,4,1678,24.8,0
27078,131.21,Jewelry,16,1280,17.9,0
27079,78.93,ATM Withdrawal,19,1371,1.5,0
27080,28.45,Dining,13,3411,26.9,0
27081,30.14,Fuel,15,1190,22.0,0
27082,55.29,Jewelry,21,2212,10.6,0
27083,24.74,ATM Withdrawal,12,3057,40.4,0
27084,322.54,Electronics,8,2975,22.2,0
27085,22.86,Grocery,13,2561,142.7,0
27086,125.15,Fuel,12,2343,4.9,0
27087,188.81,ATM Withdrawal,14,2226,26.6,0
27088,13.43,Grocery,0,1428,6.9,0
27089,64.75,Online Retail,15,1156,17.6,0
27090,96.84,Electronics,22,2250,34.3,0
27091,33.64,Electronics,17,1538,11.3,0
27092,44.51,Dining,17,1675,1.8,0
27093,33.25,ATM Withdrawal,10,3525,4.8,0
27094,213.92,Electronics,3,1520,0.5,0
27095,95.87,Utilities,13,1161,28.8,0
27096,139.3,Travel,11,2717,1.2,0
27097,157.6,Entertainment,6,2958,8.8,0
27098,60.38,Jewelry,6,2383,10.7,0
27099,14.04,Jewelry,14,3287,27.3,0
27100,140.51,Dining,18,2854,46.8,0
27101,8.81,Dining,8,270,15.0,0
27102,34.2,Grocery,19,903,15.1,0
27103,24.72,Entertainment,15,1408,28.5,0
27104,116.77,Grocery,11,2808,9.1,0
27105,51.2,Dining,21,271,25.0,0
27106,142.13,Travel,3,3400,27.0,0
27107,123.19,Grocery,2,53,17.8,0
27108,167.45,Jewelry,16,2041,33.1,0
27109,74.66,Jewelry,17,2414,45.7,0
27110,71.78,Electronics,15,1101,10.4,0
27111,73.01,ATM Withdrawal,2,712,5.4,0
27112,34.02,Fuel,11,1490,15.5,0
27113,9.57,Entertainment,23,2124,16.4,0
27114,128.22,Grocery,10,2419,18.4,0
27115,98.15,Utilities,22,2228,2.2,0
27116,216.21,Jewelry,23,3354,3.4,0
27117,28.68,Jewelry,0,1687,7.2,0
27118,50.63,Electronics,3,3051,2.9,0
27119,63.45,Entertainment,13,1135,4.6,0
27120,71.19,Travel,5,1612,2.0,0
27121,7.65,ATM Withdrawal,8,2192,1.1,0
27122,25.87,Jewelry,1,1338,3.0,0
27123,63.22,Travel,13,1115,43.2,0
27124,59.92,Online Retail,7,1350,7.8,0
27125,77.34,Grocery,20,141,13.1,0
27126,19.54,Dining,0,532,65.0,0
27127,68.7,Utilities,18,1791,20.2,0
27128,86.0,Jewelry,4,1482,5.4,0
27129,70.05,Jewelry,2,2234,17.3,0
27130,34.19,Dining,23,2819,16.8,0
27131,21.85,ATM Withdrawal,4,216,10.9,0
27132,45.65,Grocery,5,2415,15.2,0
27133,225.91,Grocery,16,468,3.4,0
27134,50.9,Travel,7,3358,15.7,0
27135,175.55,Jewelry,5,1526,3.0,0
27136,61.63,Jewelry,21,347,1.5,0
27137,39.47,Fuel,15,3089,7.6,0
27138,149.87,Utilities,17,2186,3.7,0
27139,288.3,Electronics,19,3623,5.4,0
27140,321.46,Utilities,3,3273,4.3,0
27141,148.23,Utilities,14,2589,16.3,0
27142,18.26,Online Retail,22,2966,64.2,0
27143,19.42,Dining,18,2582,20.9,0
27144,74.9,Fuel,13,2487,18.1,0
27145,107.3,Online Retail,20,3214,16.1,0
27146,231.57,Dining,13,2047,6.4,0
27147,105.7,Utilities,2,2557,13.9,0
27148,38.23,Electronics,6,3344,0.9,0
27149,73.1,Entertainment,16,517,1.9,0
27150,178.97,Utilities,3,2941,22.0,0
27151,56.1,Dining,12,3577,20.7,0
27152,25.97,Utilities,17,2239,28.5,0
27153,98.82,Electronics,2,2849,99.8,0
27154,130.04,Travel,5,1186,10.9,0
27155,116.39,ATM Withdrawal,2,2893,9.7,0
27156,86.0,Fuel,13,1411,14.0,0
27157,56.81,Dining,21,1766,1.2,0
27158,61.73,Travel,7,2829,26.9,0
27159,12.48,Dining,1,515,12.6,0
27160,139.81,Utilities,21,1517,5.9,0
27161,49.64,Utilities,1,3060,8.0,0
27162,102.69,Fuel,13,1175,21.8,0
27163,22.56,Jewelry,6,2277,1.4,0
27164,118.1,Entertainment,11,3405,0.8,0
27165,68.57,Electronics,7,3392,8.7,0
27166,75.85,Utilities,8,2910,1.0,0
27167,717.29,Utilities,21,1975,0.4,0
27168,153.49,Electronics,17,2362,10.4,0
27169,19.64,Online Retail,6,1926,12.9,0
27170,17.24,Dining,5,2497,3.0,0
27171,109.52,Grocery,1,3089,0.8,0
27172,82.2,Fuel,5,1678,44.5,0
27173,208.68,Travel,14,2853,43.3,0
27174,117.74,Grocery,20,1590,17.7,0
27175,42.43,Electronics,16,2002,24.0,0
27176,92.88,Jewelry,3,1738,16.3,0
27177,67.93,Grocery,4,2885,40.5,0
27178,20.69,Travel,22,2257,2.6,0
27179,14.21,Grocery,12,735,12.7,0
27180,99.29,Grocery,12,1078,4.6,0
27181,55.59,Entertainment,12,3548,26.2,0
27182,91.97,Online Retail,23,2663,2.2,0
27183,28.06,Dining,18,568,36.1,0
27184,51.26,Entertainment,6,2193,8.1,0
27185,52.82,Jewelry,22,1129,27.5,0
27186,44.44,Utilities,4,780,22.5,0
27187,265.31,Grocery,19,2200,7.7,0
27188,147.45,ATM Withdrawal,10,820,60.0,0
27189,89.59,Fuel,9,2891,34.4,0
27190,18.77,Online Retail,8,921,103.0,0
27191,43.08,Online Retail,21,1052,42.5,0
27192,189.23,ATM Withdrawal,0,2946,9.8,0
27193,62.08,Jewelry,20,972,34.0,0
27194,43.53,Fuel,14,2627,19.5,0
27195,68.01,Fuel,20,938,8.6,0
27196,201.59,Grocery,21,2765,2.7,0
27197,152.22,ATM Withdrawal,12,1599,11.3,0
27198,413.52,Fuel,4,598,18.2,0
27199,48.96,ATM Withdrawal,13,1410,2.0,0
27200,67.39,Grocery,21,1882,7.8,0
27201,20.23,ATM Withdrawal,22,645,55.7,0
27202,25.88,Electronics,3,2855,4.2,0
27203,130.52,Grocery,8,1240,5.8,0
27204,40.95,Entertainment,7,1475,21.7,0
27205,496.07,Entertainment,0,540,400.4,1
27206,212.41,Entertainment,8,1778,56.3,0
27207,68.58,ATM Withdrawal,2,1266,7.5,0
27208,10.24,ATM Withdrawal,8,2766,1.0,0
27209,166.51,Grocery,1,466,54.9,0
27210,56.99,Dining,14,2788,51.5,0
27211,24.07,Grocery,9,1901,10.1,0
27212,70.7,Dining,12,3041,2.1,0
27213,207.89,Jewelry,0,624,55.9,0
27214,19.01,ATM Withdrawal,7,2429,6.6,0
27215,68.6,Jewelry,13,411,123.4,0
27216,175.07,Grocery,15,2515,0.7,0
27217,15.51,ATM Withdrawal,23,2172,21.6,0
27218,84.55,Electronics,22,1424,15.9,0
27219,28.4,Online Retail,0,2830,19.0,0
27220,167.21,Online Retail,7,1234,48.8,0
27221,14.44,Grocery,0,3426,29.8,0
27222,160.49,Dining,0,1787,4.4,0
27223,38.75,Utilities,0,3304,23.2,0
27224,21.54,Entertainment,3,3597,8.2,0
27225,65.81,Dining,4,1639,70.2,0
27226,242.35,Travel,23,155,186.4,1
27227,31.66,Entertainment,11,2942,33.1,0
27228,104.5,Utilities,23,1311,0.3,0
27229,46.86,Grocery,5,2771,23.1,0
27230,96.86,ATM Withdrawal,6,1472,25.9,0
27231,63.91,Entertainment,0,2919,3.9,0
27232,27.99,Fuel,23,461,5.9,0
27233,303.99,Travel,12,954,3.1,0
27234,25.4,ATM Withdrawal,14,3162,52.9,0
27235,43.84,Fuel,21,621,1.5,0
27236,91.46,ATM Withdrawal,11,3281,23.8,0
27237,15.01,Dining,16,629,30.1,0
27238,57.71,Grocery,12,2471,35.4,0
27239,30.46,Entertainment,20,937,3.3,0
27240,115.92,Jewelry,8,1169,9.7,0
27241,7987.45,Dining,2,16,160.8,1
27242,41.45,Dining,16,2656,41.7,0
27243,239.54,Fuel,18,3412,1.4,0
27244,45.3,Grocery,5,2139,6.5,0
27245,93.47,Dining,17,2745,4.3,0
27246,285.54,Fuel,9,1404,0.8,0
27247,136.59,Entertainment,9,581,27.4,0
27248,12.98,Grocery,20,3308,12.1,0
27249,131.13,Dining,14,3633,8.2,0
27250,19.7,ATM Withdrawal,8,531,15.1,0
27251,29.72,ATM Withdrawal,4,2460,7.4,0
27252,33.78,Jewelry,15,2385,30.1,0
27253,8.48,Fuel,18,944,7.8,0
27254,31.56,Grocery,4,973,7.8,0
27255,95.66,Jewelry,5,1870,11.1,0
27256,33.19,Grocery,8,2555,8.8,0
27257,263.45,Electronics,5,2757,26.2,0
27258,44.38,Entertainment,14,2702,15.1,0
27259,146.75,Utilities,17,2018,11.8,0
27260,127.69,Entertainment,4,2264,4.1,0
27261,148.52,Entertainment,8,2368,0.2,0
27262,110.42,Online Retail,9,569,30.1,0
27263,92.83,Jewelry,10,895,43.9,0
27264,137.53,Dining,15,859,12.1,0
27265,61.99,Fuel,12,1872,0.5,0
27266,90.72,Electronics,16,369,21.7,0
27267,45.41,ATM Withdrawal,7,1884,1.4,0
27268,95.46,Dining,20,2802,12.2,0
27269,124.65,Jewelry,22,3465,9.2,0
27270,32.61,Dining,10,219,3.3,0
27271,174.04,Online Retail,3,2090,3.9,0
27272,82.28,Entertainment,3,3594,13.9,0
27273,12.16,Fuel,15,102,29.7,0
27274,967.54,Entertainment,23,190,205.8,1
27275,132.8,Dining,12,834,55.0,0
27276,117.81,Electronics,16,3278,13.9,0
27277,75.02,Utilities,5,1897,19.1,0
27278,169.31,Electronics,12,1461,9.6,0
27279,59.37,Jewelry,17,2644,19.8,0
27280,21.14,Online Retail,12,887,11.5,0
27281,24.23,Electronics,9,1252,1.1,0
27282,35.98,Travel,2,551,2.2,0
27283,27.31,Jewelry,22,3521,2.3,0
27284,480.58,Online Retail,2,1321,37.1,0
27285,139.57,Online Retail,9,2670,12.9,0
27286,117.45,Jewelry,10,2007,2.5,0
27287,62.12,Fuel,11,901,29.3,0
27288,12.23,Grocery,20,1419,18.5,0
27289,145.02,Fuel,21,3343,13.4,0
27290,26.85,Utilities,5,384,15.4,0
27291,46.67,Electronics,13,3364,21.7,0
27292,142.33,ATM Withdrawal,0,1983,0.2,0
27293,18.65,Travel,15,3254,30.5,0
27294,175.97,Electronics,1,2579,7.2,0
27295,51.28,Fuel,10,1714,11.9,0
27296,33.4,Fuel,6,1720,6.0,0
27297,63.45,Fuel,3,536,24.5,0
27298,189.43,Online Retail,5,1793,44.3,0
27299,20.99,Travel,8,2456,4.9,0
27300,124.72,Entertainment,3,105,7.5,0
27301,18.0,Travel,6,3579,0.9,0
27302,85.4,Electronics,2,673,7.8,0
27303,131.66,Utilities,18,2598,24.2,0
27304,146.32,Online Retail,19,1227,3.3,0
27305,19.71,Jewelry,20,1329,15.1,0
27306,120.12,Grocery,11,1282,1.4,0
27307,87.69,Travel,1,844,3.1,0
27308,42.22,Jewelry,16,3035,10.2,0
27309,148.2,Entertainment,10,1864,61.0,0
27310,72.7,Electronics,0,1646,1.0,0
27311,244.57,Fuel,14,2007,9.2,0
27312,38.33,Fuel,0,896,32.4,0
27313,44.36,Utilities,6,2645,1.6,0
27314,95.07,Travel,1,2340,14.8,0
27315,54.14,Fuel,11,780,6.1,0
27316,112.41,Entertainment,5,899,1.4,0
27317,46.41,Travel,5,1874,4.0,0
27318,67.74,Online Retail,3,2369,39.9,0
27319,115.3,Utilities,0,3115,24.1,0
27320,158.59,ATM Withdrawal,14,686,29.0,0
